Wifi Hotspot Name,Address,Suburb,Latitude,Longitude,Site
QLD_07322926X2,201 Elizabeth St,BRISBANE CITY,-27.469229,153.027579,CBD
QLD_07322927X2,123 Albert St,BRISBANE CITY,-27.47078,153.02641,CBD
QLD_07322929X2,54 Adelaide St,BRISBANE CITY,-27.469538,153.023588,CBD
QLD_07322948X2,72 Queen St,BRISBANE CITY,-27.4701,153.0239,CBD
QLD_07322952X2,91 Queen St,BRISBANE CITY,-27.4702,153.02444,CBD
QLD_07323600X2,30 HERSCHEL ST NR NORTH QUAY,BRISBANE CITY,-27.467956,153.018788,CBD
QLD_07323602X2,58 Roma St,BRISBANE CITY,-27.46768,153.02212,CBD
QLD_07323604X2,20 Makerston St,BRISBANE CITY,-27.466833,153.018736,PAD
QLD_07323611X2,96 Albert St,BRISBANE CITY,-27.471699,153.027213,CBD
QLD_07323617X2,35 Turbot St,BRISBANE CITY,-27.46888,153.021202,CBD
QLD_07323619X2,304 George St,BRISBANE CITY,-27.469877,153.022385,CBD
QLD_07325251X2,9 Duncan St,FORTITUDE VALLEY,-27.458311,153.033223,BRU
QLD_07325284X2,275 Brunswick St,FORTITUDE VALLEY,-27.45774,153.03407,BRU
QLD_07325711X2,256 Wickham St,FORTITUDE VALLEY,-27.45688,153.03409,BRU
QLD_07325713X2,230 Brunswick St,FORTITUDE VALLEY,-27.456809,153.032926,BRU
QLD_07326909X2,"3 Third Ave, near Brighton Rd",SANDGATE,-27.319618,153.069435,SAN
QLD_07326912X2,119 Brighton Rd,SANDGATE,-27.317763,153.067793,SAN
QLD_07326925X2,3 Knox St,SANDGATE,-27.32196,153.069299,SAN
QLD_07335802X2,51 Chester St,FORTITUDE VALLEY,-27.455837,153.042673,JAM
QLD_07335809X2,1020 Brunswick St,NEW FARM,-27.471089,153.051264,JAM
QLD_07335815X2,65 James St,FORTITUDE VALLEY,-27.45758223,153.0408661,JAM
QLD_07336704X2,163 Given Tce,PADDINGTON,-27.46228,153.00868,PAD
QLD_07336800X2,18 Caxton St,PETRIE TERRACE,-27.464555,153.012713,CBD
QLD_07336926X2,202 Given Tce,PADDINGTON,-27.4618,153.00605,PAD
QLD_07339716X2,58 Old Cleveland Rd,GREENSLOPES,-27.498589,153.045962,STO
QLD_07339719X2,303 Logan Rd,GREENSLOPES,-27.498591,153.0441,STO
QLD_07339721X2,416 Logan Rd,GREENSLOPES,-27.50078,153.04598,STO
QLD_07339738X2,50 Cleveland St,GREENSLOPES,-27.500519,153.044625,STO
QLD_07383100X1,344 Wickham Tce,BRISBANE CITY,-27.464264,153.019492,CBD
QLD_07383100X2,193 Wickham Tce,BRISBANE CITY,-27.465428,153.02407,CBD
QLD_07383102X2,24 Berry St,SPRING HILL,-27.464947,153.023778,CBD
QLD_07383108X2,73 Wickham Tce,SPRING HILL,-27.464606,153.026722,CBD
QLD_07383109X2,369 Ann St,BRISBANE CITY,-27.464118,153.029049,CBD
QLD_07383201X2,74 Little Edward St,SPRING HILL,-27.461039,153.024367,CBD
QLD_07383202X2,67 Astor Tce,SPRING HILL,-27.463507,153.026053,CBD
QLD_07383203X2,1 Astor Tce,SPRING HILL,-27.46387,153.024851,CBD
QLD_07383901X2,465 Wickham Tce,SPRING HILL,-27.46179,153.02098,CBD
QLD_07383902X2,135 Wickham Tce,BRISBANE CITY,-27.464807,153.025661,CBD
QLD_07383903X2,17 Gregory Tce,SPRING HILL,-27.46044,153.01869,CBD
QLD_07383904X2,149 Wickham Tce,SPRING HILL,-27.464646,153.025356,CBD
QLD_07384444X2,100 Grey St,SOUTH BRISBANE,-27.47408,153.018486,SOU
QLD_07384467X2,50 Ernest St,SOUTH BRISBANE,-27.479379,153.021689,SOU
QLD_07384470X2,121 Merivale St,SOUTH BRISBANE,-27.481457,153.021087,SOU
QLD_07384608X2,"Grey St, Maritime Museum",SOUTH BRISBANE,-27.48187,153.02538,SOU
QLD_07384612X1, Grey St,SOUTH BRISBANE,-27.47868477,153.0227853,SOU
QLD_07384714X2,383 Logan Rd,GREENSLOPES,-27.499823,153.045197,STO
QLD_07385210X2,20 Duncan St,FORTITUDE VALLEY,-27.45895629,153.034177,BRU
QLD_07385212X2,390 Brunswick St,FORTITUDE VALLEY,-27.45933,153.03634,BRU
QLD_07385214X2,267 Brunswick St,FORTITUDE VALLEY,-27.45741,153.03363,BRU
QLD_07385217X2,316 Brunswick St,FORTITUDE VALLEY,-27.45774,153.03407,BRU
QLD_07385402X2,39 James St,FORTITUDE VALLEY,-27.45689634,153.0400461,JAM
QLD_07386902X2,"11 Fourth Ave, Cnr Brighton Rd",SANDGATE,-27.318799,153.068623,SAN
QLD_07323624X2,28 Quay St,BRISBANE CITY,-27.467145,153.013533,CBD
QLD_CBD001A,Intersection of Albert St and Alice St,BRISBANE CITY,-27.473612,153.028942,CBD
QLD_CBD004A,Intersection of George St and Alice St,BRISBANE CITY,-27.474748,153.027119,CBD
QLD_CBD005B,Intersection of George St and Adelaide St,BRISBANE CITY,-27.470306,153.02278,CBD
QLD_CBD006A,Intersection of Edward  St and Margaret St,BRISBANE CITY,-27.471365,153.030052,CBD
QLD_CBD009A,Intersection of Felix St and Mary St,BRISBANE CITY,-27.470161,153.029606,CBD
QLD_CBD013A,159 William Street,BRISBANE CITY,-27.472409,153.023582,CBD
QLD_CBD017A,Intersection of Alice and William St,BRISBANE CITY,-27.475144,153.026505,CBD
QLD_CBD018A,Intersection of North Quay and Queen St,BRISBANE CITY,-27.471396,153.022694,CBD
QLD_CBD019A,Intersection of North Quay and Adelaide St,BRISBANE CITY,-27.470901,153.022096,CBD
QLD_CBD020A,Intersection of North Quay and Ann St,BRISBANE CITY,-27.470031,153.021108,CBD
QLD_CBD023C,42 Makerston St,BRISBANE CITY,-27.467405,153.017789,CBD
QLD_CBD027A,Intersection of Roma St and Parkland,BRISBANE CITY,-27.467218,153.020932,CBD
QLD_CBD028B,Intersection of Turbot St and Albert St,BRISBANE CITY,-27.467416,153.023131,CBD
QLD_CBD029B,Intersection of Ann St and Roma St,BRISBANE CITY,-27.468296,153.023412,CBD
QLD_CBD031A,Intersection of Charlotte St and Albert St,BRISBANE CITY,-27.471144,153.026854,CBD
QLD_CBD034A,Intersection of Charlotte and Creek St,BRISBANE CITY,-27.468581,153.02993,CBD
QLD_CBD035A,Intersection of Elizabeth St and Creek St,BRISBANE CITY,-27.467901,153.029341,CBD
QLD_CBD036A,Intersection of Elizabeth St and George St,BRISBANE CITY,-27.471761,153.024443,CBD
QLD_CBD042A,Intersection of Ann and George St,BRISBANE CITY,-27.469468,153.021954,CBD
QLD_CBD045A,Intersection of Adelaide St and Creek St,BRISBANE CITY,-27.466392,153.027805,CBD
QLD_CBD046A,Intersection of Creek St and Queen St,BRISBANE CITY,-27.46691,153.028579,CBD
QLD_CBD047B,Intersection of Wharf St and Queen St,BRISBANE CITY,-27.465686,153.030161,CBD
QLD_CBD049A,443 Queen Street,BRISBANE CITY,-27.46488,153.031327,CBD
QLD_CBD050A,80 Eagle Street,BRISBANE CITY,-27.467057,153.029948,CBD
QLD_CBD051A,Intersection of Adelaide St and Queen St,BRISBANE CITY,-27.463745,153.031258,CBD
QLD_CBD053B,Intersection of Adelaide St and Albert St,BRISBANE CITY,-27.468741,153.024521,CBD
QLD_CBD054A,Intersection of Adelaide St and Wharf St,BRISBANE CITY,-27.464883,153.029411,CBD
QLD_CBD058A,256 Ann Street (Central Station Exit),BRISBANE CITY,-27.466202,153.026353,CBD
QLD_CBD059A,Intersection of Ann St and Creek St,BRISBANE CITY,-27.465544,153.026988,CBD
QLD_CBD063A,Intersection of Turbot St and Edward St,BRISBANE CITY,-27.466043,153.024893,CBD
QLD_CBD065A,Intersection of Turbot St and Wharf St,SPRING HILL,-27.463729,153.028235,CBD
QLD_CBD068A,208 Boundary Street,SPRING HILL,-27.46176496,153.0299777,CBD
QLD_CBD069A,70 Wickham St,FORTITUDE VALLEY,-27.46171055,153.031091,CBD
QLD_CBD072A,211 Adelaide St,BRISBANE CITY,-27.466884,153.027173,CBD
QLD_CBD073A,Intersection of Queen St and Edward St,BRISBANE CITY,-27.468364,153.027052,CBD
QLD_CBD074B,Intersection of George St and Queen St,BRISBANE CITY,-27.471017,153.023694,CBD
QLD_CBD076A,Intersection of George St and Tank St,BRISBANE CITY,-27.467975,153.02074,CBD
QLD_CBD077A,Intersection of George St and Herchel St,BRISBANE CITY,-27.467302,153.019817,CBD
QLD_CHI080A,Intersection of Brunswick St and Ann St,FORTITUDE VALLEY,-27.458385,153.035003,CHI
QLD_CHI081A,Intersection of Ann and Warner St,FORTITUDE VALLEY,-27.457697,153.035644,CHI
QLD_CHI082A,25 Warner St,FORTITUDE VALLEY,-27.457253,153.035064,CHI
QLD_SOU084A,Intersection of Grey St and Vulture St,SOUTH BRISBANE,-27.482493,153.024347,SOU
QLD_SOU085A,Intersection of Grey St and Tribune St,SOUTH BRISBANE,-27.480803,153.022952,SOU
QLD_SOU086B,176-186 Grey St,SOUTH BRISBANE,-27.479731,153.02235,SOU
QLD_SOU087A,Intersection of Grey St and Glenelg St,SOUTH BRISBANE,-27.477563,153.020965,SOU
QLD_SOU088A,Intersection of Grey St and Russell St,SOUTH BRISBANE,-27.475645,153.019612,SOU
QLD_SOU089A,59 Grey St,SOUTH BRISBANE,-27.472366,153.01741,SOU
QLD_SOU090A,Southbank Public Area near FDB12,SOUTH BRISBANE,-27.478988,153.024073,SOU
QLD_SOU091A,Southbank Public Area near FDB5B,SOUTH BRISBANE,-27.480811,153.02447,SOU
QLD_SOU092A,Southbank Public Area near FDB10,SOUTH BRISBANE,-27.479065,153.023651,SOU
QLD_SOU093A,Southbank Riverside Green Playground,SOUTH BRISBANE,-27.4772,153.02251,SOU
QLD_SOU094A,Southbank Little Stanley St,SOUTH BRISBANE,-27.477563,153.021486,SOU
QLD_SOU095A,Southbank Pir A (FDB31),SOUTH BRISBANE,-27.47487523,153.0211448,SOU
QLD_SOU096A,Southbank Cultural Forecourt,SOUTH BRISBANE,-27.47392,153.02037,SOU
QLD_SOU097A,Southbank Victoria Bridge,SOUTH BRISBANE,-27.473002,153.019642,SOU
QLD_SOU102A,Southbank Public Area near FDB16 (SB01 - Southbank Overview),SOUTH BRISBANE,-27.478261,153.023812,SOU
QLD_SOU103A,South Bank 2 Ferry Terminal,SOUTH BRISBANE,-27.476138,153.022057,SOU
QLD_CAX104B,Intersection of Caxton St and Petrie Tce,BRISBANE CITY,-27.464852,153.013268,CAX
QLD_CAX105B,47-55 Caxton St (outside Caxton Thai and 7 Nights Convenience Store),BRISBANE CITY,-27.464075,153.012389,CAX
QLD_CAX106A,Intersection of Caxton St and Hale St,BRISBANE CITY,-27.463395,153.011378,CAX
QLD_CAX107A,140 Caxton St,PADDINGTON,-27.46291439,153.0099488,CAX
QLD_CAX108A,Intersection of Caxton St and Dowse St,PADDINGTON,-27.462316,153.008898,CAX
QLD_PAD109A,169 Given Terrace,PADDINGTON,-27.462074,153.007561,PAD
QLD_PAD110A,235 Given Terrace,PADDINGTON,-27.461339,153.005131,PAD
QLD_PAD111A,252 Given Terrace,PADDINGTON,-27.461037,153.004061,PAD
QLD_PAD112A,Intersection of Given Tce and Latrobe Tce,PADDINGTON,-27.460389,153.002524,PAD
QLD_JAM113A,27 Doggett St,NEWSTEAD,-27.455397,153.04202,JAM
QLD_JAM114A,19 Chester St,NEWSTEAD,-27.454684,153.041277,JAM
QLD_JAM115A,9 Chester St,NEWSTEAD,-27.454173,153.040675,JAM
QLD_JAM116A,1000 Ann St,FORTITUDE VALLEY,-27.453484,153.03985,JAM
QLD_JAM117B,Intersection of Ann St and Wandoo St,FORTITUDE VALLEY,-27.45456,153.038786,JAM
QLD_JAM118A,9 Wandoo St,FORTITUDE VALLEY,-27.455171,153.039583,JAM
QLD_JAM119A,52 Wandoo St,FORTITUDE VALLEY,-27.456413,153.041379,JAM
QLD_JAM120A,49 James St,FORTITUDE VALLEY,-27.45712,153.040317,JAM
QLD_JAM121B,15 James St,FORTITUDE VALLEY,-27.456054,153.038923,JAM
QLD_JAM122A,Intersection of Ann St and East St,FORTITUDE VALLEY,-27.455461,153.037878,JAM
QLD_ROM123A,Roma Parklands 1 (3 Parkland Blvd),BRISBANE CITY,-27.463469,153.017472,ROM
QLD_ROM124A,Roma Parklands 2,BRISBANE CITY,-27.4633,153.01802,ROM
QLD_ROM125A,Roma Parklands 3,BRISBANE CITY,-27.463047,153.018785,ROM
QLD_ROM126A,Roma Parklands 4,BRISBANE CITY,-27.463827,153.01895,ROM
QLD_ROM127A,Roma Parklands 5,BRISBANE CITY,-27.463671,153.018384,ROM
QLD_ROM128A,Roma Parklands 6,BRISBANE CITY,-27.462581,153.017153,ROM
QLD_ROM129A,Roma Parklands 7,BRISBANE CITY,-27.462292,153.019397,ROM
QLD_ROM130A,Roma Parklands 8,BRISBANE CITY,-27.46282,153.020052,ROM
QLD_JAM131A,162 Arthur St,FORTITUDE VALLEY,-27.457795,153.040973,JAM
QLD_JAM132A,22 Wandoo St,FORTITUDE VALLEY,-27.455498,153.04018,JAM
QLD_JAM133A,104 MacLachlan St,FORTITUDE VALLEY,-27.456378,153.03859,JAM
QLD_JAM134A,849 Ann St,FORTITUDE VALLEY,-27.455891,153.037676,JAM
QLD_PRK135A,Einbumpin Lagoon (Brighton Rd),SANDGATE,-27.319647,153.068013,PRK
QLD_PRK136A,Hidden World Park (Roghan Rd),FITZGIBBON,-27.339671,153.034982,PRK
QLD_PRK137A,7th Brigade Park (Delaware St),CHERMSIDE,-27.378073,153.045342,PRK
QLD_PRK138A,7th Brigade Park - Kidspace (Murphy Rd),CHERMSIDE,-27.378502,153.034144,PRK
QLD_PRK139A,Teralba Park (Cnr Pullen- and Osborne Rds),EVERTON PARK,-27.402601,152.980938,PRK
QLD_PRK140A,Kalinga Park (Kalinga St),WOOLOOWIN,-27.406684,153.05223,PRK
QLD_PRK141A,Oriel Park (Cnr Alexandra  and Lancaster Rds),ASCOT,-27.428918,153.057855,PRK
QLD_PRK142A,Gregory Park (Baroona Rd and Murruba St),PADDINGTON,-27.466169,152.999193,PRK
QLD_CBD143A,City Botanic Gardens,BRISBANE CITY,-27.475228,153.028856,CBD
QLD_PRK144A,Brisbane Botanic Gardens - Japanese Garden (Mt Coot-tha Rd),TOOWONG,-27.47717,152.977058,PRK
QLD_PRK145A,"218 Sir Samuel Griffith Drive, Mount Coot-Tha",TOOWONG,-27.485014,152.958818,PRK
QLD_PRK146A,New Farm Park (Brunswick St),NEW FARM,-27.470268,153.052223,PRK
QLD_PRK148A,Guyatt Park (End of Hiron St),ST LUCIA,-27.492785,153.001571,PRK
QLD_PRK149A,Rocks Riverside Park (AP1) (Counihan Rd),SEVENTEEN MILE ROCKS,-27.541513,152.959327,PRK
QLD_PRK150A,Booker Place Park (Birkin Rd and Sugarwood St),BELLBOWRIE,-27.5626,152.893667,PRK
QLD_PRK151A,The Lake Parklands (Forest Lake Blvd),FOREST LAKE,-27.620266,152.966331,PRK
QLD_PRK152A,Calamvale District Park (Formby St and Ormskirk St),CALAMVALE,-27.620848,153.038002,PRK
QLD_PRK153A,D.M. Henderson Park (Granadilla St),MACGREGOR,-27.569531,153.071415,PRK
QLD_PRK154A,Glindemann Park (Logan Rd),HOLLAND PARK,-27.52656,153.069546,PRK
QLD_PRK155A, Carindale Recreation Reserve (Cadogan St and Bedivere St),CARINDALE,-27.496784,153.108657,PRK
QLD_PRK156A,Orleigh Park (Hill End Terrace / Orleigh St),WEST END,-27.48995,153.00326,PRK
QLD_CBD157A,King George Square,BRISBANE CITY,-27.468269,153.024276,CBD
QLD_CBD158A,Post Office Square,BRISBANE CITY,-27.467459,153.027402,CBD
QLD_CBD159A,King Edward Park Jacobs Ladder,BRISBANE CITY,-27.465809,153.023932,CBD
QLD_CBD161A,Intersection of Albert and Mary St,BRISBANE CITY,-27.471962,153.027597,CBD
QLD_CBD169A,Intersection of Herschel  St and North Quay,BRISBANE CITY,-27.468291,153.018609,CBD
QLD_SOU170A,SB01 - Southbank Overview (Inside Arbour Walk),SOUTH BRISBANE,-27.477924,153.02201,SOU
QLD_SOU171A,Southbank Boardwalk next to green lawn and close to Southbank Pier 3,SOUTH BRISBANE,-27.48032751,153.0248507,SOU
QLD_SOU172A,Southbank Near Maritime Museum,SOUTH BRISBANE,-27.48127,153.02583,SOU
QLD_SOU173A,SouthBank (FDB7),SOUTH BRISBANE,-27.480221,153.024602,SOU
QLD_SOU174A,SouthBank,SOUTH BRISBANE,-27.47968,153.02429,SOU
QLD_SOU175A,SouthBank,SOUTH BRISBANE,-27.48033679,153.023393,SOU
QLD_SOU176A,SouthBank,SOUTH BRISBANE,-27.47956047,153.0228867,SOU
QLD_SOU177A,SouthBank,SOUTH BRISBANE,-27.47907301,153.0225627,SOU
QLD_SOU178A,SouthBank,SOUTH BRISBANE,-27.477285,153.021714,SOU
QLD_SOU179A,SouthBank,SOUTH BRISBANE,-27.474908,153.020361,SOU
QLD_SOU180A,SouthBank,SOUTH BRISBANE,-27.47423,153.019912,SOU
QLD_SOU181A,SouthBank,SOUTH BRISBANE,-27.47594,153.02145,SOU
QLD_SOU182A,SouthBank,SOUTH BRISBANE,-27.476764,153.021349,SOU
QLD_CBD183A,Intersection of Edward St and Charlotte St,BRISBANE CITY,-27.469878,153.0283,CBD
QLD_CBD184A,Intersection of Ann St and Edward St,BRISBANE CITY,-27.466817,153.025294,CBD
QLD_CBD185A,Intersection of Mary St and George St,BRISBANE CITY,-27.473275,153.025901,CBD
QLD_CBD186A,Intersection of Margaret St and George St,BRISBANE CITY,-27.473993,153.026649,CBD
QLD_SOU206A,SouthBank,SOUTH BRISBANE,-27.476916,153.02173,SOU
QLD_SOU207A,SouthBank,SOUTH BRISBANE,-27.480689,153.024839,SOU
QLD_SOU208A,SouthBank,SOUTH BRISBANE,-27.47787,153.02301,SOU
QLD_SOU209A,SouthBank,SOUTH BRISBANE,-27.478652,153.022463,SOU
QLD_SOU210A,SouthBank,SOUTH BRISBANE,-27.478455,153.022653,SOU
QLD_SOU211A,SouthBank,SOUTH BRISBANE,-27.478869,153.022931,SOU
QLD_SOU215A,SouthBank,SOUTH BRISBANE,-27.480821,153.025031,SOU
QLD_SOU216A,SouthBank,SOUTH BRISBANE,-27.480888,153.025569,SOU
QLD_SOU217A,SouthBank,SOUTH BRISBANE,-27.477252,153.02146,SOU
QLD_SOU218A,SouthBank,SOUTH BRISBANE,-27.477116,153.021364,SOU
QLD_SOU219A,SouthBank,SOUTH BRISBANE,-27.476976,153.021271,SOU
QLD_CHI220A,678-694 Ann St,FORTITUDE VALLEY,-27.457893,153.035017,CHI
QLD_CHI221A,7 Winn St,FORTITUDE VALLEY,-27.457846,153.036124,CHI
QLD_CBD224A,71 Eagle St - Riparian Plaza,BRISBANE CITY,-27.468136,153.030957,CBD
QLD_JAM231A,James St Precinct,FORTITUDE VALLEY,-27.45555,153.039581,JAM
QLD_JAM232A,James St Precinct,FORTITUDE VALLEY,-27.45584023,153.0394588,JAM
QLD_JAM233A,James St Precinct,FORTITUDE VALLEY,-27.456335,153.038874,JAM
QLD_JAM234A,James St Precinct,FORTITUDE VALLEY,-27.456917,153.039038,JAM
QLD_JAM235A,James St Precinct,FORTITUDE VALLEY,-27.456435,153.039698,JAM
QLD_JAM236A,James St Precinct,FORTITUDE VALLEY,-27.456487,153.040001,JAM
QLD_JAM237A,James St Precinct,FORTITUDE VALLEY,-27.456429,153.03913,JAM
QLD_JAM238A,James St Precinct,FORTITUDE VALLEY,-27.456159,153.039584,JAM
QLD_SOU239A,Victoria Bridge,SOUTH BRISBANE,-27.473077,153.01988,SOU
QLD_CBD240A,Victoria Bridge - CBD side,BRISBANE CITY,-27.471764,153.022499,CBD
QLD_PRK245A,"218 Sir Samuel Griffith Drive, Mount Coot-Tha",TOOWONG,-27.484857,152.959131,PRK
QLD_PRK246A,"1012 Sir Samuel Griffith Drive, Mount Coot-Tha",TOOWONG,-27.484567,152.959526,PRK
QLD_KPT247A,Intersection of River Tce and Main St,KANGAROO POINT,-27.476536,153.035512,KPT
QLD_KPT248A,3B River Tce,KANGAROO POINT,-27.476832,153.034995,KPT
QLD_KPT249A,1 Leopard St,KANGAROO POINT,-27.481907,153.032737,KPT
QLD_KPT250A,461C Main St,KANGAROO POINT,-27.475801,153.035146,KPT
QLD_KPT251A,461 Main St,KANGAROO POINT,-27.475389,153.035138,KPT
QLD_KPT252A,200 River Tce,KANGAROO POINT,-27.480838,153.033388,KPT
QLD_STO262A,286 Logan Rd,GREENSLOPES,-27.49824,153.043585,STO
QLD_STO263A,2 Old Cleveland Rd,GREENSLOPES,-27.498527,153.04471,STO
QLD_STO264A,346-356 Logan Rd,GREENSLOPES,-27.499088,153.044929,STO
QLD_STO265A,405-407 Logan Rd,GREENSLOPES,-27.50021,153.045418,STO
QLD_STO266A,6 Jeavons Lane,GREENSLOPES,-27.500852,153.045479,STO
QLD_STO267A,433 Logan Rd,GREENSLOPES,-27.5013,153.04635,STO
QLD_STO268A,11 Cleveland St,GREENSLOPES,-27.49869,153.043251,STO
QLD_SAN272A,18 Bowser Parade,SANDGATE,-27.321436,153.069408,SAN
QLD_SAN273A,10 Bowser Parade,SANDGATE,-27.321148,153.069669,SAN
QLD_SAN274A,6 Brighton Rd,SANDGATE,-27.320159,153.069913,SAN
QLD_SAN275A,0 Lagoon St,SANDGATE,-27.320139,153.068045,SAN
QLD_SAN276A,62 Loudon St,SANDGATE,-27.321097,153.070822,SAN
QLD_SAN276B,1 Cliff St,SANDGATE,-27.320512,153.070661,SAN
QLD_SAN277A,5 Bowser Parade,SANDGATE,-27.320558,153.069391,SAN
QLD_SAN278A,77 Keogh St,SANDGATE,-27.318671,153.067981,SAN
QLD_SAN279A,51 Brighton Rd,SANDGATE,-27.319237,153.069003,SAN
QLD_WYN280A,137 Wynnum Esplanade,WYNNUM,-27.44202331,153.1764257,WYN
